TEXT	TRANSLATION
"Normalized Grid"	""
"Normalized Height"	"Normalisierte Höhe"
"Normalized Ratio Vegetation Index"	"Normalisiertes Anteil Vegetationsindex"
"Normals"	""
"North"	"Norden"
"North Arrow"	""
"Northing"	""
"North|South|"	""
"Not Named"	""
"Not Null"	"Nicht null"
"Not enough entries in the weights table!"	""
"NotNull"	""
"Notch"	""
"Notch Filter for Grids"	""
"Nothing in selection!"	""
"Nothing to do be done. Raster splitting is not supported."	""
"Nothing to do!"	""
"Nothing to do! Merging needs more than one input data set."	""
"Nothing to do! No input grids for animation."	""
"Nothing to do! There are less than two grids in the input list!"	""
"Nothing to do. Less than two input layers."	""
"Nothing to do. No feature has been selected."	""
"Nothing to do. No variation in input grid."	""
"Nothing to do. Raster is already within target range."	""
"Nothing to do: there is no intersection with additional grid."	""
"Notice"	""
"November"	"November"
"No|Yes|"	"Nein|Ja|"
"Nu"	""
"Number Of Splits"	""
"Number for..."	""
"Number in Latitudinal Direction"	""
"Number in Meridional Direction"	""
"Number of Attributes"	"Anzahl der Attribute"
"Number of Bands"	""
"Number of Bins"	""
"Number of Buffer Zones"	"Anzahl der Pufferzonen"
"Number of CPU Cores [# physical processors]"	"Anzahl der CPU-Kerne [#physische Prozessoren]"
"Number of Categories"	""
"Number of Cells"	"Anzahl der Zellen"
"Number of Classes"	"Anzahl der Klassen"
"Number of Cloud Blocks"	""
"Number of Clusters"	"Anzahl der Cluster"
"Number of Colors"	"Anzahl Farben"
"Number of Column Cells"	"Nummer der Spaltenzellen"
"Number of Columns"	"Anzahl der Spalten"
"Number of Components"	"Anzahl der Komponenten"
"Number of Data Cells"	"Anzahl der Datenzellen"
"Number of Data Sets"	""
"Number of Days above Base Temperature"	""
"Number of Directions"	"Anzahl der Richtungen"
"Number of Disparities"	""
"Number of Distance Classes"	"Anzahl der Entfernungsklassen"
"Number of Elements"	"Anzahl der Elemente"
"Number of Events"	"Anzahl der Ereignisse"
"Number of Facettes"	"Anzahl der Facetten"
"Number of Features"	""
"Number of Fields"	"Anzahl der Felder"
"Number of Gores"	""
"Number of Grids"	"Anzahl der Raster"
"Number of Infection States"	""
"Number of Intervals"	""
"Number of Iterations"	""
"Number of Iterations for Normal Updating"	""
"Number of Iterations for Vertex Updating"	""
"Number of Layers"	""
"Number of Maps"	""
"Number of Monte-Carlo events"	""
"Number of Neurons"	""
"Number of No-Data Cells"	""
"Number of Numeric Value Classes"	""
"Number of Pairs"	"Anzahl der Paare"
"Number of Parts"	"Anzahl der Teile"
"Number of Points"	"Anzahl der Punkte"
"Number of Points for Local Interpolation"	"Anzahl der Punkte für lokale Interpolation"
"Number of Points in Cell"	"Punktanzahl in Zelle"
"Number of Records"	"Anzahl der Datensätze"
"Number of Returns of Given Pulse"	""
"Number of Row Cells"	"Anzahl der Reihenzellen"
"Number of Rows"	"Anzahl der Reihen"
"Number of Scales"	""
"Number of Sectors"	"Anzahl der Sektoren"
"Number of Shapes"	""
"Number of Simulations"	"Anzahl der Simulationen"
"Number of Simulations for Calibration"	"Anzahl der Simulationen für die Kalibrierung"
"Number of Steps"	"Anzahl der Schritte"
"Number of Terrain Classes"	""
"Number of Unique Values"	""
"Number of Values"	"Anzahl der Werte"
"Number of Variables"	"Anzahl der Variablen"
"Number of Vertices"	""
"Number of attribute fields: %d"	""
"Number of attribute table columns."	""
"Number of cells"	""
"Number of cells in East-West direction."	""
"Number of cells in North-South direction."	""
"Number of cells."	""
"Number of cells/pixels from pole to pole (i.e. in North-South direction)."	""
"Number of classes in the cloud temperature histogram."	""
"Number of clusters"	"Anzahl der Cluster"
"Number of color entries to be used."	""
"Number of color entries used when storing GIF."	""
"Number of color entries used when storing animated GIF."	""
"Number of connected components"	""
"Number of days above base temperature."	""
"Number of days of the growing season."	""
"Number of decimals of exported floating point values. A value of -1 writes the significant decimals."	""
"Number of decimals when writing floating point values in ASCII format."	"Anzahl der Dezimalstellen wenn Fließkommawerte im Ascii-Format gespeichert werden."
"Number of detected circles"	""
"Number of detected objects"	""
"Number of detected seeds"	""
"Number of directions (0-90) to be analyzed."	""
"Number of discrete intervals (bins) used for sampling"	""
"Number of examples required for a node to be split. Choose 1 for complete growing."	""
"Number of fields a flow path visits downhill starting at a cell. For D8 only."	""
"Number of fields and precisions must be equal!"	""
"Number of histogram classes for internal use."	""
"Number of horizontal tiles"	"Anzahl horizontaler Kacheln"
"Number of layers"	""
"Number of nearest points, which will be evaluated for filtering. Set to zero to investigate all points in search radius."	"Anzahl der nächsten Punkte, die für die Filterung berücksichtigt werden. Eintragen von null untersucht alle Punkte im Suchradius."
"Number of neurons"	""
"Number of points"	"Anzahl Punkt"
"Number of points on each side of the section"	""
"Number of raindays is greater than model timespan!"	""
"Number of raster files found in directory"	""
"Number of removed points"	""
"Number of removed shapes"	""
"Number of sub-basins"	"Anzahl der Teilbecken"
"Number of the Return"	""
"Number of the grid system's columns/rows"	""
"Number of the last x Iteration to be plotted."	"Anzahl der letzten X Iterationen die gezeichnet werden sollen."
"Number of tiles"	""
"Number of time steps per year."	""
"Number of vertical tiles"	"Anzahl vertikaler Kacheln"
"Number plant elements"	""
"Numerical Features"	""
"Numerical Precision"	"Numerische Präzision"
"O. Conrad (c) 2009"	""
"O.Conrad (c) 2013"	""
"ODBC"	""
"ODBC Data Sources"	""
"ODBC Database Connection Error"	"ODBC Datenbank Verbindungsfehler"
"ODBC Sources"	""
"ODBC source connected"	"ODBC mit Quelle Verbunden"
"ODBC source disconnected"	""
"ODBC/OTL"	""
"OID"	""
"OLS"	""
"OUTPUT"	""
"OUTPUT certainty"	""
"OUTPUT classes"	""
"Object Based Image Segmentation"	""
"Object Enumeration"	""
"Object Extents"	""
"Objective Function"	"Objektive Funktion"
"Objects"	""
"Oblique Mercator"	""
"Obliquity"	""
"Observations"	""
"Observations used for local scaling factor calibration (e.g. precipitation, cloudiness)."	""
"Observer points."	"Beobachtungspunkte."
"October"	"Oktober"
"October - December"	""
"Offset"	""
"Offset Slope"	""
"Offset X"	"Verschiebung X"
"Offset Y"	"Verschiebung Y"
"Offset Z"	"Verschiebung Z"
"Offset and Range (X)"	"Verschiebung und Bereich (X)"
"Offset and Range (Y)"	"Verschiebung und Bereich (Y)"
"Offset distance to symbol (either screen or map units)."	""
"Offset distance to symbol relative to symbol's size."	""
"Offset given as percentage of map size"	""
"Ok"	"OK"
"Okay"	""
"Old Value"	""
"Old Version"	"Alte version"
"Olkin & Pratt"	""
"Omega"	""
"Omitting the target file will create it as temporary file."	""
"On Stop"	""
"On-The-Fly Projection"	""
"One Point Cloud per Polygon"	""
"One or several input point cloud datasets to cut."	""
"One per x"	"Einer per x"
"Online Help"	"Online Hilfe"
"Only List Connected Sources"	""
"Only No Data"	""
"Only Process Gaps with Less Cells"	"Nur Bearbeitung von Lücken mit wenigen Zellen"
"Only Selected Polygons"	""
"Only Z-Direction Position is Updated"	""
"Only a limited number of leading fields is listed here."	""
"Only convert closed rings, i.e. first and last line vertex must be identical."	""
"Onset Day"	""
"Onset Day of Infestation"	""
"Opaque"	""
"Open"	"Öffnen"
"Open Database"	""
"Open Database Connection"	""
"Open Map Windows"	""
"Open Project"	""
"Open Slopes"	""
"Open as data set"	""
"Open with external application"	""
"OpenCV"	""
"Opening"	"Eröffnung"
"Openness"	""
"Operation"	"Operation"
"Operation Control"	""
"Operation Grid"	""
"Operator"	""
"Operator Type"	"Operatortyp"
"Operator scale"	"Operator Umfang"
"Opposite Neighbours"	"entgegengesetzte Nachbarn"
"Optimised"	""
"Option 1"	""
"Option 2"	""
"Option 3"	""
"Optional Attributes"	""
"Optional Output Filepath"	""
"Optional Target Grids"	""
"Optional Tile Info Filename"	""
"Optional floating-point vector of weights for each sample. Some samples may be more important than others for training."	""
"Optional integer vector indicating the samples (rows of inputs and outputs) that are taken into account."	""
"Optional output polygon shapefile"	""
"Optional suffix for output attribute names."	""
"Optional, a class name used for the naming of the target coverage rasters."	""
"Options"	"Optionen"
"Options:\n - Less than\n - Equals\n - Greater than\nControls under which condition a channel is initiated."	"Optionen:\n -Weniger als\n- Gleich\n - Größer als\nKontroliiert unter welchen Bedingungen ein Gewässer eingerichtet wird."
"Order"	"Reihenfolge"
"Order by"	""
"Order by..."	""
"Order of coastline profile smoothing polynomial for Savitsky-Golay smoothing: usually 2 or 4, max is 6."	""
"Order of the polynomial trend function."	""
"Ordered"	""
"Ordered Weighted Averaging"	""
"Ordern in den alle Ausgabedaten gespeichert werden sollen"	""
"Ordinary Kriging"	"Ordinary Kriging"
"Ordinary Kriging (3D)"	""
"Ordnerpfad der Surface Runoff- und Drainagerasterdaten des Landoberflaechenschemas"	""
"Ordnerpfad der WUse Daten"	""
"Ordnerpfad in dem alle zu bearbeitenden WaterGap Raster abgelegt sind"	""
"Orientation"	"Orientierung"
"Origin Height"	""
"Origin Latitude"	""
"Original"	""
"Original Channels"	""
"Orographic Coefficient"	"Orografischer Koeffizient"
"Orthoclinal slope"	""
"Orthodromes"	""
"Orthographic"	""
"Other Values"	""
"Output"	"Ausgabe"
"Outlet"	""
"Outlet Concentration"	""
"Outlet Hydrographs"	"Abflussganglinien"
"Outlet X"	"Auslass X"
"Outlet Y"	"Auslass Y"
"Outline"	""
"Outlines"	""
"Output"	"Ausgabe"
"Output Data Type"	""
"Output Directory"	"Ausgabeverzeichnis"
"Output Error"	""
"Output Features"	""
"Output Field Name"	"Ausgabe Feldname"
"Output File"	"Ausgabe Datei"
"Output Filepath"	""
"Output Format"	"Ausgabeformat"
"Output Grid"	"Ausgabe Raster"
"Output Lines"	""
"Output Lod"	"Ausgabe Erfassungsgrenze"
"Output Measurement"	""
"Output Nodes"	""
"Output Seeds"	"Ausgabe Samen"
"Output Size"	""
"Output Text File"	""
"Output Type"	"Ausgabe Typ"
"Output Unit"	"Ausgabe Einheit"
"Output Values"	"Ausgabewert"
"Output as Grid Collection"	""
"Output as..."	"Ausgabe als...."
"Output at-sensor radiance for all bands"	""
"Output file"	"Ausgabe Datei"
"Output file path"	""
"Output format"	"Ausgabe Format"
"Output grid"	""
"Output grid showing the removed cells (1/NoData)."	""
"Output grid with labeled components."	""
"Output layer must not be one of the input layers!"	""
"Output line length used to split the lines [map units]."	""
"Output line shapefile."	""
"Output of Base Topographies"	""
"Output of Gradients"	""
"Output of Model Parameters"	""
"Output of Regression Parameters"	"Ausgabe Regressionsparameter"
"Output of tool calculations."	""
"Output of..."	""
"Output parameters"	""
"Output point cloud."	""
"Output shapes with field(s) deleted"	""
"Output table with field(s) deleted"	""
"Output to Point Cloud"	""
"Output value for cells that intersect with more than one polygon."	""
"Output value for cells that intersect with more than one polygon."	""
"Output will have same data depth as input."	""
"Output will inherit shape type and table structure from the first layer in this list."	""
"Overall Accuracy"	""
"Overall Bounding Box:"	""
"Overdip slope"	""
"Overland Flow"	""
"Overland Flow (Kinematic Wave)"	""
"Overland Flow Distance"	"Überland Strömung Entfernung"
"Overland Flow Distance to Channel Network"	"Überland Strömung Entfernung zu Gewässernetzwerk"
"Overland Flow Summary"	""
"Overlap"	""
"Overlap [map units]"	""
"Overlap of gores given as percentage of the gore width."	""
"Overlapping Areas"	""
"Overlapping Cells"	"Überlappende Zellen"
"Overlay"	""
"Overlay Image"	"Overlaybild"
"Override"	""
"Overview"	"Überblick"
"Overview Content"	""
"Overwrite"	""
"Overwrite Previous Results"	""
"Overwrite soil water grids from previous simulations."	""
"P"	""
"P/A"	""
"P/sqrt(A)"	"P/Quadratwurzel(A)"
"PATB"	""
"PCA Eigen Vectors"	""
"PCM Model (Perla et al. 1980)"	""
"PCP Column: Subbasin: "	"PCP Spalte: Teilbecken:"
"PCTL"	""
"PDAL"	""
"PDAL reader creation failed"	""
"PDF"	""
"PDF Docs"	""
"PDF Documents"	""
"PDF File"	""
"PDF Files (*.pdf)|*.pdf|All Files|*.*"	""
"PERCENTILE"	"PERCENTILE"
"PERIMETER"	"UMFANG"
"PFAC("	""
"PH, plant height [m], representing the effective height from which raindrops fall from the crop or vegetation"	""
"PI, permanent interception expressed as the proportion [between 0-1] of rainfall"	""
"PROJ"	""
"PROJ Version is "	""
"Page Down"	""
"Page Setup"	""
"Page Up"	""
"Pairwise Comparisons Table "	"Paarweise Vergleichstabelle"
"Pan"	""
"Pan To Active Layer"	""
"Panchromatic"	""
"Panchromatic Channel"	""
"Panchromatic Channel Matching"	""
"Pane"	""
"Panorama"	"Panorama"
"Panorama Break [%]"	"Panoramaunterbrechung [%]"
"Paper Format"	""
"Parallel Epiped"	""
"Parallel Processing"	""
"Parallel/Central Projection"	""
"Parallelepiped"	"Parallelflächner"
"Parallelized"	""
"Parameter"	"Parameter"
"Parameter (a)"	"Parameter (a)"
"Parameter (b)"	"Parameter (b)"
"Parameter (c)"	"Parameter (c)"
"Parameter (c) to fit streamflow volume"	"Parameter (c) um das Volumen der Gewässerströmung anzupassen"
"Parameter (l)"	"Parameter (l)"
"Parameter (l) [lower bound]"	"Parameter (l) [untere Grenze]"
"Parameter (l) [upper bound]"	"Parameter (l) [obere Grenze]"
"Parameter (p)"	"Parameter (p)"
"Parameter (p) [lower bound]"	"Parameter (p) [untere Grenze]"
"Parameter (p) [upper bound]"	"Parameter (p) [obere Grenze]"
"Parameter for KD Tree implementation"	""
"Parameter settings for No-Data and all other values."	"Parametereinstellungen für No-Data und alle anderen Werte."
"Parameter settings for the special cases (a) No-Data values and (b) values not included in the reclassification setup."	""
"Parameters"	"Parameterliste"
"Parameters file could not be exported."	"Parameterdatei konnte nicht exportiert werden."
"Parameters file could not be imported."	"Parameterdatei konnte nicht geladen werden."
"Parameterwerte HD Modell"	""
"Parent Attributes"	""
"Parsing %s ... "	""
"Part"	""
"Partial D."	""
"Partially wet (WI = 0.1 - 1)"	""
"Partition Coefficients"	"Abtrennungskoeffizient"
"Parts"	"Teile"
"Pass"	""
"Pass (saddle)"	""
"Pass 1"	"Durchgang 1"
"Pass 2"	"Durchgang 2"
"Pass two processing..."	""
"Password"	"Passwort"
"Paste from Clipboard"	""
"Patch"	"Nachbesserung"
"Patch Grid"	"nachgebessertes Raster"
"Patch Last Column"	""
"Patched"	""
"Patched Grid"	""
"Patching"	"Nachbessern"
"Path"	"Pfad"
"Path (1-255/233 1-3/4-5"	""
"Path for HTML Files"	"Pfad für HTML-Dateien"
"Pattern Analysis"	"Musterauswertung"
"Peak"	""
"Peak Flow (m3/s)"	""
"Peak Flow (m3/s) at selected outlet cell"	""
"Pedo-Transfer Function"	""
"Penman (simplified)"	""
"Penman-Monteith"	""
"Percent"	""
"Percent Clip"	""
"Percent Stretch"	""
"Percent of solar radiance in path radiance"	""
"Percentage Range"	""
"Percentage clays"	""
"Percentage of Standard Deviation"	""
"Percentage of standard deviation"	""
"Percentage of the default window font size. Applies only to new message window output (general, execution, errors)."	""
"Percentage rock fragments"	""
"Percentage sand"	""
"Percentage silt"	""
"Percentile"	"Perzentil"
"Percentiles"	"Perzentil"
"Perforated"	"perforiert"
"Perform a coordinate system compatibility check before a layer is added."	""
"Perihelion"	""
"Perimeter"	"Umfang"
"Permanent Interception"	""
"Permanent Wilting Point"	""
"Permutation Importance"	""
"Perpendicular Vegetation Index (Perry and Lautenschlager, 1984)"	""
"Perpendicular Vegetation Index (Qi, et al., 1994)"	""
"Perpendicular Vegetation Index (Richardson and Wiegand, 1977)"	""
"Perpendicular Vegetation Index (Walther and Shabaani)"	""
"Persistence Factor"	""
"Perspective Distance"	""
"Peucker & Douglas"	""
"Pfad LS-Daten"	""
"Pfad WaterGap Raster"	""
"Phenology"	""
"Phi"	""
"Photogrammetry"	""
"Photogrammetry tools."	"Photogrammetrie Werkzeuge"
"Pick from Data Set"	""
"Pit"	""
"Pit cell detection"	""
"Pixel QA Band"	""
"Pixels"	""
"Plain"	""
"Plains"	""
"Plan Curvature"	"geplante Kurvatur"
"Planar"	""
"Plane"	"Fläche"
"Plant Height"	""
"Play And Save as Images..."	""
"Play Loop"	""
"Play Once"	""
"Play and Save to Image"	""
"Please Confirm"	""
"Please digitize a valid line!"	""
"Please enter a numeric value:"	"Bitte einen numerischen Wert eingeben:"
"Please enter a text:"	""
"Please provide a path for the output files."	""
"Please provide a thermal infrared channel!"	""
"Please provide a valid *.scpvf file!"	""
"Please provide a valid *.scpvf_tile_info file!"	""
"Please provide a valid AOI!"	""
"Please provide a valid base name for the output files!"	""
"Please provide a valid output directory for the output files!"	""
"Please provide a valid output file path!"	""
"Please provide an attribute field with z-information!"	""
"Please provide an output file name!"	""
"Please provide at least one column to export!"	""
"Please provide either a file input or WKT as a string!"	""
"Please provide some input files!"	""
"Please wait, working..."	""
"Plot Holes"	"Zeichnungslöcher"
"Plot hole data has to provide at the very least five attributes (horizon depth, TF, L, Ar, Mo)."	""
"Point"	"Punkt"
"Point (2.5D)"	""
"Point (Mutable)"	""
"Point (Read Only)"	""
"Point Cloud"	"Punktwolken"
"Point Cloud %s is empty after removing overlap, skipping dataset!"	""
"Point Cloud Attribute Calculator"	"Punktwolken Attributrechner"
"Point Cloud Classified"	""
"Point Cloud Cutter"	"Punktwolken Zuschneider"
"Point Cloud List"	""
"Point Cloud Manager"	"Punktwolken Verwaltung"
"Point Cloud Reclassifier / Subset Extractor"	"Punktwolken Reklassifizierer / Teilbereichextraktor "
"Point Cloud Thinning (Simple)"	""
"Point Cloud Viewer"	"Punktwolken Betrachter"
"Point Cloud from Grid Points"	"Punktwolken von Rasterpunkten"
"Point Cloud from Shapes"	"Punktwolken von Vektoren"
"Point Cloud from Table"	""
"Point Cloud to Grid"	"Punktwolken von Rastern"
"Point Cloud to Shapes"	"Punktwolken zu Vektoren"
"Point Cloud to reclassify/extract"	"Punktwolken zu reklassifizieren / Auszug"
"Point Clouds"	"Punktwolken"
"Point Data Record Format"	"Punktdaten Datensatzformat"
"Point Position"	"Punkt Position"
"Point Size"	"Punktgröße"
"Point Source ID"	""
"Point Statistics for Polygons"	"Punkt Statistik für Polygone"
"Point Thinning"	""
"Point cloud to drop attribute(s) from."	""
"Point cloud with attribute(s) dropped."	""
"Point insertion distance [map units]."	""
"Point shapefile with source point(s)"	"Punkt Vektordatei mit Ausgangspunkten"
"Point to Keep"	""
"Point to Line Distances"	""
"Point to Point Distances"	""
"Point(s)"	""
"PointCloud"	"Punktwolke"
"Pointcloud"	""
"Points"	"Punkte"
"Points Filter"	"Punktfilter"
"Points Table"	""
"Points per Cell"	"Punkte je Zelle"
"Points per Square"	"Punkte pro Quadrat"
"Points to be Colorised"	""
"Polar Angle Units"	"Polarwinkel Einheiten"
"Polar Coordinate System"	"Polarkoordinatensystem"
"Polar Coordinates"	"Polarkoordinaten"
"Polar Stereographic"	""
"Polar to Cartesian Coordinates"	""
"Polyconic"	""
"Polygon"	"Polygon"
"Polygon (2.5D)"	""
"Polygon Categories to Grid"	""
"Polygon Centroids"	"Polygon Schwerpunkt"
"Polygon Clipping"	""
"Polygon Convexity"	""
"Polygon Dissolve"	"Polygon auflösen"
"Polygon Generalization"	""
"Polygon Parts"	""
"Polygon Parts to Separate Polygons"	""
"Polygon Properties"	""
"Polygon Self-Intersection"	""
"Polygon Shape Indices"	"Polygon Vektor Indizes"
"Polygon Vertex Check"	""
"Polygon outlines of object regions"	""
"Polygon shapefile describing the bounding boxes of spcvf tiles."	""
"Polygon shapefile with the calculated indices."	""
"Polygon with less than 3 vertices encountered!"	""
"Polygon(s)"	""
"Polygon-Line Intersection"	"Polygonlinien Schnittpunkt"
"Polygons"	"Polygone"
"Polygons to Edges and Nodes"	"Polygone zu Ecken und Knoten"
"Polygons to Grid"	""
"Polygons with Property Attributes"	""
"Polygons' and target grid's extent do not intersect."	""
"Polyline"	""
"Polyline (2.5D)"	""
"Polynom"	"Polynom"
"Polynomial Coefficients"	"Polynomial Koeffizient"
"Polynomial Order"	""
"Polynomial Order for Savitsky-Golay"	""
"Polynomial Regression"	"polynomiale Regression"
"Polynomial, Order"	""
"Ponding Capacity [mm]"	""
"Ponding [mm]"	""
"Populate Polygons with Points"	""
"Population"	"Population"
"Port"	"Anschluss"
"Portable Network Graphics"	"Portable Network Grafik"
"Position"	"Position"
"Position Index Radius"	""
"Position Vector"	""
"Position as Geographic Coordinates"	""
"Position on paper measured in millimeters from left to right and top to bottom."	""
"Positive Openness"	""
"Positive values result in a shift in E direction."	"Positive Werte resultieren in einem Verschieben in Ost-Richtung"
"Positive values result in a shift in N direction."	"Positive Werte resultieren in einem Verschieben in Nord-Richtung"
"Post-Processing"	""
"PostGIS"	""
"PostGIS extension added"	""
"PostGIS extension missing or too old"	""
"PostGIS raster extension added"	""
"PostgreSQL"	""
"PostgreSQL Connections"	""
"PostgreSQL Database Connection Error"	""
"PostgreSQL Sources"	""
"PostgreSQL database is already connected"	""
"PostgreSQL source connected"	""
"PostgreSQL source disconnected"	""
"PostgreSQL source is already connected"	""
"Postprocessing"	""
"Potential Annual Insolation"	""
"Potential Evapotranspiration"	""
"Potential Evapotranspiration [mm/h]"	""
"Potential Generations"	""
"Potential Incoming Solar Radiation"	"potentiell ankommende Sonneneinstrahlung"
"Potential Number of Generations"	""
"Potentially endangered objects (like infrastructure) to monitor, using one-hot categorical data encoding for each object class [1, 10, 100, 1000, ...]."	""
"Power"	"Power"
"Power on soil (p)"	""
"Power on soil (p) [lower bound]"	"Power am Boden (p) [untere Grenze]"
"Power on soil (p) [upper bound]"	"Power am Boden (p) [obere Grenze]"
"Power on soil moisture"	"Power "
"Power on soil moisture (p), lower bound"	"Power an Bodenfeuchte (p), untere Grenze"
"Power on soil moisture (p), upper bound"	"Power an Bodenfeuchte (p), obere Grenze"
"Pratt"	""
"Pre-analyze"	""
"Pre-defined Formulas"	"Vordefinierte Formel"
"Precipitation"	"Niederschlag"
"Precipitation Column"	"Niederschlag Spalte"
"Precipitation Seasonality"	""
"Precipitation Sum"	""
"Precipitation [m / dt]"	""
"Precipitation [mm/h]"	""
"Precipitation [mm]"	"Niederschlag [mm]"
"Precipitation of Coldest Quarter"	""
"Precipitation of Driest Month"	""
"Precipitation of Driest Quarter"	""
"Precipitation of Warmest Quarter"	""
"Precipitation of Wettest Month"	""
"Precipitation of Wettest Quarter"	""
"Precipitation sum of the growing season."	""
"Precise Datum Conversion"	""
"Precise Tracing"	"genaue Spurverfolgung"
"Precision"	""
"Precision used to store coordinates and cell sizes (i.e. number of decimals). Ignored if negative."	""
"Precisions"	""
"Predefined"	""
"Predefined Datum"	"Vordefiniertes Datum"
"Predefined Ellipsoids"	"Vordefinierte Ellipsoide"
"Predefined Functions"	"vordefinierte Funktionen"
"Predicted responses (probabilities) for corresponding samples."	""
"Prediction"	""
"Prediction Error"	""
"Prediction INPUT"	""
"Prediction Probability"	""
"Predictor"	"Vorhersager"
"Predictors"	"Vorhersager"
"Preferred Routing"	""
"Prefilter Size"	""
"Prefilter Truncation Value"	""
"Prefilter Type"	""
"Preprocessed"	""
"Preprocessed DEM"	"vorverarbeitetes DGM"
"Preprocessed DEM. If this is not set changes will be stored in the original DEM grid."	"Vorverarbeitetes DGM. Falls dieses nicht eingestellt ist werden die Änderungen im originalen DGM-Raster gespeichert."
"Preprocessing"	""
"Presence Data"	""
"Presence Prediction"	""
"Presence Probability"	""
"Preservation"	""
"Preserve"	""
"Preserve 1px border"	""
"Preserve Data Type"	"Erhalte Datentyp"
"Preserved Component of Velocity (Kirkby & Statham 1975)"	""
"Preset Selection"	""
"Presets"	""
"Pretty-Printer Tool"	""
"Prevent Negative Flow Accumulation"	""
"Prevents that minimum or maximum stretch value fall outside the data value range."	""
"Previous"	"Vorherige"
"Previous Level"	""
"Primary"	""
"Primary Key"	""
"Primary Name"	"Primärer Name"
"Prime Meridian"	""
"Principal Component Analysis"	""
"Principal Component Based Image Sharpening"	""
"Principal Components"	"Grundsätzliche Komponenten"
"Print"	"Drucken"
"Print Layout"	""
"Print Preview"	"Druckvorschau"
"Print Setup"	"Druckeinstellungen"
"Priority Index"	"Vorrangiger Index"
"Probabilities"	""
"Probability"	""
"Probability Estimates"	""
"Probability Reference"	"Wahrscheinlichkeit Referenz"
"Probability Threshold"	""
"Proceed to first View Position"	""
"Process Area"	""
"Process Path"	""
"Process Update Frequency"	""
"Process only cells that are covered by a polygon."	""
"Process path cells from which objects were hit. Cell values indicate which object classes were hit [combination of object classes]. Optional output in case a grid with potentially endangered objects is provided as input."	""
"Processed DEM"	""
"Processing"	"Verarbeitung"
"Processing ..."	""
"Processing AOI %lld ..."	""
"Processing AOI ..."	""
"Processing Order"	""
"Processing Sinks and Flats"	""
"Processing first pass..."	""
"Processing seed"	""
"Product"	"Produkt"
"Production"	""
"Profile"	"Profile"
"Profile Curvature"	"Profile Kurvatur"
"Profile Data"	""
"Profile Distance"	"Profile Distanz"
"Profile Length"	"Profile Länge"
"Profile Line"	"Profile Linie"
"Profile Lines"	""
"Profile Location"	""
"Profile Points"	"Profile Punkte"
"Profile Samples"	"Profile Stichproben"
"Profile from Points"	""
"Profiles"	"Profile"
"Profiles from Lines"	"Profile aus Linien"
"Progress Bar"	""
"Project"	""
"Project File"	"Projektdatei"
"Project has been saved."	"Projekt wurde gespeichert."
"Project has been successfully loaded."	"Projekt wurde erfolgreich geladen."
"Projected Coordinate System"	"Projeziertes Koordinatensystem"
"Projected Coordinate Systems"	"Projezierte Koordinatensysteme"
"Projected Height"	"Projezierte Höhe"
"Projected X Coordinates"	""
"Projected Y Coordinates"	""
"Projection"	"Projektion"
"Projection Parameters"	""
"Projection Settings"	""
"Projection Type"	"Projektion Typ"
"Projection routines make use of the PROJ generic coordinate transformation software."	""
"Projection_GeoTRANS_Datum_3.dat,\n"	""
"Projection_GeoTRANS_Datum_7.dat,\n\n"	""
"Projection_GeoTRANS_Ellipsoid.dat,\n"	""
"Projection_GeoTRANS_Geoid_EGM96.dat,\n"	""
"Projections"	"Projektionen"
"Projection|Georeferencing"	"Projektion|Georeferenzierung"
"Projection|Tools"	""
"Projects"	""
"Probability"	""
"Properties"	""
"Protection Index"	"Schutz Index"
"Provide a class identifier in the first field followed by sample data corresponding to the input feature grids."	""
"Provide a class identifier in the first field followed by sample data corresponding to the selected feature attributes."	""
"Provide a row for each soil layer: depth [cm], field capacity [vol.%], permanent wilting point [vol.%], maximum ET [vol.%/day], rooting [% of total], initial water content [vol.%]."	""
"Provide a row for each soil layer: size [cm], field capacity [vol.%], permanent wilting point [vol.%], maximum ET [vol.%/day], rooting [% of total], initial water content [vol.%]."	""
"Provide a value for non-optional argument!"	""
"Provided value is not an integer or out-of-range!"	""
"Proximity"	"Nähe"
"Proximity Grid"	"Nähe Raster"
"Pulse Width"	""
"Punktuelle Rasterzellenmanipulation"	""
"Pure keyboard events work only for the map window that has the focus."	""
"Pythagoras' Tree"	"Pythagoras Baum"
"Python"	""
"Python (with header)"	""
"Python Wrapper Call (all settings)"	""
"Python Wrapper Call (no settings)"	""
"Python Wrapper Call (non-default settings)"	""
"Python Wrapper Function"	""
"Python Wrapper Function (with header)"	""
"Q, estimation of mean runoff [mm]"	""
"QGIS Layer Style File"	""
"QGIS Styles Import"	""
"QM of ESP"	""
"QuadTree"	""
"QuadTree Structure to Shapes"	"QuadTree-Struktur für Vektoren"
"Quadrants"	"Quadranten"
"Quadratic"	""
"Quadratic Neighbors"	"Quadratische Nachbarn-Methode"
"Quality"	"Qualität"
"Quality assessment is not calculated, because the number of classes in the input grids differ."	""
"Quantile"	""
"Quantile specified as percentage."	""
"Quasi-Dynamic Flow Accumulation"	""
"Queen"	"Königin"
"Queen's case"	""
"Query Result"	""
"Quotient"	""
"R, G, B to RGB"	""
"R, height of precipitation in timespan [mm]"	""
"R-squared"	""
"R2"	"Bestimmtheitsmaß"
"R:Import"	""
"RAINBOW"	"REGENBOGEN"
"RANGE"	"BEREICH"
"RAs in Parallel per Iteration"	""
