TEXT	TRANSLATION
"Mirrored vertically"	"Espelhamento vertical"
"Miscellaneous"	"Diversos"
"Missing Value"	"Valor em falta"
"Mixed Flow Threshold (ha)"	"Limite de fluxo misto (ha)"
"Mode"	"Modo"
"Mode in Reflectance Histogram"	"Modo em Reflectance Histograma"
"Mode of DN"	"Modo de DN"
"Mode of Operation"	"Modo de operação"
"Mode of operation"	"Modo de operação"
"Model"	"Modelo"
"Model Options"	"Opções de modelo"
"Model Parameters:"	"Parâmetros do Modelo:"
"Model Resolution"	"Modelo resolução"
"Model Source"	"Modelo Fonte"
"Model parameter [m]"	"Modelo parâmetro [m]"
"Model parameters"	"Os parâmetros do modelo"
"Model step %d/%d ..."	"Passo Modelo% d /% d ..."
"Modelled Elevation"	"Modelado Elevation"
"Modelling erosion processes."	"Modelando processos de erosão."
"Modelling hydrological processes."	"Modelando processos hidrológicos."
"Modelling the Human Impact on Nature"	"Modelando o impacto humano sobre a Natureza"
"Modelo de combustible"	"Modelo de combustível"
"Modifed Quadratic Shepard"	"Modifed quadrática Shepard"
"Modified"	"Modificado"
"Modified Catchment Area"	"Área de Captação de modificação"
"Modify: post-processing..."	"Modificar: pós-processamento ..."
"Modify: pre-processing..."	"Modificar: pré-processamento ..."
"Module Library Template"	"Template Library Module"
"Module My_Module"	"Módulo My_Module"
"Mollweide"	"Mollweide"
"Moment [h]"	"Momento [h]"
"Moment term"	"Termo Moment"
"Month"	"Mês"
"Monthly Global by Latitude"	"Mensal global por Latitude"
"Moore"	"Moore"
"Moore & Nieber 1989"	"Moore & Nieber 1989"
"Moore (8)"	"Moore (8)"
"Moore et al. 1991"	"Moore et al. 1991"
"Moran's I"	"I de Moran"
"Morphological Filter"	"Filtro morfológica"
"Morphological Filter (OpenCV)"	"Filtro morfológica (OpenCV)"
"Morphological Filter (ViGrA)"	"Filtro morfológica (Vigra)"
"Morphologically filtered binary mask"	"Máscara binária morfologicamente filtrada"
"Morphology"	"Morfologia"
"Morphometric Features"	"Características morfométricas"
"Morphometric Protection Index"	"Índice de proteção morfométrica"
"Morphometry"	"Morfometria"
"Mosaic"	"mosaico"
"Mosaicking"	"Mosaicização"
"Mountain Tops, High Ridges"	"Topos de montanha, cumes altos"
"Mouths"	"Bocas"
"Move"	"Mover"
"Move Down"	"Mover para baixo"
"Move Grid"	"Mover grade"
"Move To Bottom"	"Mover para a base"
"Move To Top"	"Mover para o topo"
"Move Up"	"Subir"
"Moves"	"Movimentos"
"Moving window size = 1 + 2 * Neighborhood."	"Movendo-se o tamanho da janela = 1 + 2 * vizinho mais próximo."
"Multi Direction Lee Filter"	"Filtro Lee para multi direção"
"Multi Level to Points Interpolation"	"Multi nível de pontos de interpolação"
"Multi Level to Surface Interpolation"	"Multi nível de superfície de interpolação"
"Multi Scale Factor"	"Multi Fator de escala"
"Multi-Band Variation"	"Multi variação de banda"
"Multilevel B-Spline Interpolation"	"interpolação multinível B-Spline"
"Multilevel B-Spline Interpolation (from Grid)"	"interpolação multinível B-Spline (para grade)"
"Multilevel B-Spline Interpolation for Categories"	"interpolação por categorias multinível B-Spline"
"Multiple Flow Direction"	"Múltipla direcção do fluxo"
"Multiple Flow Direction (FD8)"	"Múltipla direção do fluxo (FD8)"
"Multiple Flow Direction (Quinn et al. 1991)"	"Múltipla direção do fluxo (Quinn et al. 1991)"
"Multiple Grids Viewer"	"Visualizador de multiplas grades"
"Multiple Input Features"	"Várias feições de entrada"
"Multiple Linear Regression Analysis"	"Análise de regressão linear múltipla"
"Multiple Linear Regression Analysis (Shapes)"	"Análise de regressão linear múltipla (Shapes)"
"Multiple Maximum Downslope Gradient Based Flow Directon"	"Múltipla curva descendente máxima de gradiente baseado na direção de fluxo"
"Multiple Observer"	"Observador múltiplo"
"Multiple R-squared"	"Múltiplo ao quadrado R"
"Multiple Regression Analysis (Grid and Predictor Grids)"	"Análise de regressão múltipla (grade e gradespreditoras)"
"Multiple Regression Analysis (Points and Predictor Grids)"	"Análise de regressão múltipla (Pontos e grades preditoras)"
"Multiple Triangular Flow Directon"	"Direção de triangulação múltipla de fluxo"
"Multiple m_Flow Direction"	"Múltipla direção m_Flow"
"Multiple of Standard Deviation used as default for histogram stretch."	"Múltiplo desvio padrão utilizado como padrão para esticar o histograma."
"Multiplication"	"Multiplicação"
"Multipoint"	"Multipontos"
"Multipoints"	"Multipontos"
"Multiresolution Index of Valley Bottom Flatness (MRVBF)"	"Índice de multiresolução de planicidade inferior de vale (MRVBF)"
"Multleve B-Spline Interpolation"	"interpolação multleve B-Spline"
"Mutual Information Difference (MID)"	"Diferença de informação mútua (MID)"
"Mutual Information Quotient (MIQ)"	"Quociente de informação mútua (MIQ)"
"MySQL Data"	"Dados MySQL"
"My_Module Module Sub Menu"	"Módulo sub menu My_Module"
"NAME"	"NOME"
"NCELLS"	"NCELLS"
"NCache einlesen"	"NCache lido"
"NEIGHBORS"	"VIZINHOS"
"NEON"	"NÉON"
"NO DATA"	"SEM DADOS"
"NODATA_CELLS"	"NODATA_CELLS"
"NODE_A"	"Node_A"
"NODE_B"	"NODE_B"
"NODE_ID"	"NODE_ID"
"NRMSE"	"NRMSE"
"NSE|NSE high flow|NSE low flow"	"NSE|Alto fluxo NSE|Baixo fluxo NSE"
"NTv2 Grid Shift Binary (*.gsb)"	"Gradede deslocamento binário NTv2 (*.gsb)"
"NV, Number of plant elements per unit area [number/unit area] at the ground surface"	"NV, Número de elementos da planta por unidade de área [número de área/unidade] na superfície do solo"
"NX"	"NX"
"NY"	"NY"
"N\xc3\xbamero of Monte-Carlo events"	"Número de eventos Monte-Carlo"
"Name"	"Nome"
"Name Field"	"Nome do campo"
"Name by..."	"Nome por ..."
"Name des Evaluierungspunktes 1"	"Nome dos pontos de avaliação 1"
"Name des Evaluierungspunktes 2"	"Nome dos pontos de avaliação 2"
"Name des Evaluierungspunktes 3"	"Nome dos pontos de avaliação 3"
"Name of Landsat metadata file (.met or MTL.txt)"	"Nome do arquivo de metadados Landsat (.met ou MTL.txt)"
"Naming for split lines"	""
"Natural Logarithm"	"Logaritmo natural"
"Natural Neighbour"	"Vizinho natural"
"Navaladi, Schoeller, Conrad (c) 2009"	"Navaladi, Schoeller, Conrad (c) 2009"
"Near Infrared (TM 4)"	"Infravermelho Próximo (TM 4)"
"Near Infrared Reflectance"	"Proximidade de reflectância no infravermelho"
"Near Points"	"Proximidade de pontos"
"Nearest Neighbour"	"Vizinho mais próximo"
"Needs less memory, but is slow"	"Utiliza menos memória, mas é lento"
"Needs more memory, but is quicker"	"Utiliza mais memória, mas é mais rápido"
"Negative Openness"	"Abertura negativa"
"Neighborhood"	"Vizinhança"
"Neighborhood Type"	"Tipo de proximidade"
"Neighbourhood"	"Vizinhança"
"Net Primary Production [Gt Carbon / a]"	"Produção primária líquida [Gt de carbono / a]"
"NetCDF Files (*.nc)"	"Arquivos NetCDF (* .nc)"
"Network topology"	"Topologia de rede"
"Neumann"	"Neumann"
"Neumann (4)"	"Neumann (4)"
"Neumann: the four horizontally and vertically neighboured cells; Moore: all eight adjacent cells"	"Neumann: as quatro células horizontal e vertical vizinhas; Moore: todas as oito células adjacentes"
"Neural Networks (OpenCV)"	"Redes Neurais (OpenCV)"
"New"	"Novo"
"New Shapes Layer"	"Nova camada shapes"
"New Table"	"Nova tabela"
"New grid filtered with the A1WiTh module"	"Nova grade filtrada com o módulo A1WiTh"
"New grid filtered with the A2WiTh module"	"Nova grade filtrada com o módulo A2WiTh"
"New grid filtered with the A3WiTh module"	"Nova grade filtrada com o módulo A3WiTh"
"New grid filtered with the AvWiMa1 module"	"Nova grade filtrada com o módulo AvWiMa1"
"New grid filtered with the AvWiMa2 module"	"Nova grade filtrada com o módulo AvWiMa2"
"New grid filtered with the destriping1 module"	"Nova grade filtrada com o módulo destriping1"
"New grid filtered with the destriping2 module"	"Nova grade filtrada com o módulo destriping2"
"New grid filtered with the directional1 module"	"Nova grade filtrada com o módulo directional1"
"New value."	"Novo valor."
"Newton [A]"	"Newton [A]"
"Newton [B]"	"Newton [B]"
"Newton-Raphson"	"Newton-Raphson"
"Next"	"Próximo"
"Neys (Modified Lambert Conformal Conic)"	"Neys (Modified Lambert Conformal Conic)"
"Nitrogen in Rainfall [kg/ha/a]"	"Nitrogênio na precipitação [kg/ha/a]"
"No Cut"	"Nenhum corete"
"No Data"	"Sem dados"
"No Data Cells"	"Nenhuma célula de dados"
"No Data Value"	"Sem valor de dados"
"No Failure"	"Nenhuma falha"
"No Flats"	"Sem planos"
"No Height"	"Sem Altura"
"No INPUT vector normalization"	"Sem vetor de normalização de ENTRADA"
"No ODBC connection available!"	"Sem conexão ODBC disponível!"
"No OUTPUT vector normalization"	"Sem vetor normalizado de SAÍDA"
"No Options"	"Sem opções"
"No PostgreSQL connection available!"	"Sem conexão PostgreSQL disponível!"
"No Sinks"	"Sem sinks"
"No attribute fields selected!"	"Não há campos de atributo selecionado!"
"No attribute fields specified!"	"Não há campos de atributo especificado!"
"No compatible table has been found."	"Nenhuma tabela compatível foi encontrada."
"No data"	"Sem dados"
"No description available"	"Descrição não disponível"
"No duplicates found."	"Não há duplicatas encontradas."
"No objects"	"Nenhum objeto"
"No parameters available."	"Não há parâmetros disponíveis."
"No path for output files specified!"	"Nenhum caminho para arquivos de saída especificado!"
"No pen is used"	"Nenhuma caneta é usada"
"No projects in directory"	"Nenhum dos projetos no diretório"
"No raster files have been found in directory."	"Nem arquivo raster foi encontrado no diretório."
"No shapes in selection"	"Não há shapes na seleção"
"No sinks have been detected."	"Sem dissipadores detectados."
"No translation set by user"	"Nenhuma tradução definida pelo usuário"
"No-Data Value"	""
"NoData Output Grid"	"Grade SemDados de saída"
"NoData Value"	"Valor SemDados"
"NoData Value: %.6f"	"NoData Valor:% .6f"
"NoData encountered in input grid %s: x %d (%.2f), y %d (%.2f)"	"SemDados encontrado na grade de entrada %s: x %d (%.2f), y %d (%.2f)"
"NoData value of input grid"	"Valor SemDados da grade de entrada"
"NoData value(s) in statistic grid(s)!"	"Valor(s) SemDados em grade(s) de estatística!"
"Node"	"Nó"
"Nodes"	"Nós"
"Non-Linear Module"	"Módulo não-linear "
"Non-Sibsonian"	""
"None"	"Nenhum"
"Normal"	"Normal"
"Normal Updating"	"Atualização normal"
"Normal escarpment"	"Escarpa normal"
"Normalisation"	"Normalização"
"Normalise"	"Normalizar"
"Normalised"	"Normalizada"
"Normalised Grid"	"Grade normalizada"
"Normalization (after Civco, modified by Law & Nichol)"	"Normalização (após Civco, modificada por Lawi & Nichol)"
"Normalize"	"Normalizar"
"Normalize Features"	"Normalizar feições"
"Normalized Difference Vegetation Index"	"Índice de vegetação por diferença normalizada"
"Normalized Height"	"Altura normalizada"
"Normalized Ratio Vegetation Index"	"Razão de normalisação de Índice de vegetação"
"North"	"Norte"
"North Arrow"	"Seta de norte"
"North []"	"Norte []"
"North|South|"	"Norte|Sul|"
"Not Named"	"Não Nomeado"
"Not Null"	"Não nulo"
"Nothing to do be done. Raster splitting is not supported."	"Nada a ser feito. Divisão não é suportada."
"Nothing to do! Merging needs more than one input data set."	"Nada para fazer! A fusão precisa de mais do que um conjunto de dados de entrada."
"Nothing to do. Raster is already within target range."	"Nada para fazer. Raster já está dentro da faixa alvo."
"Nothing to do: there is no intersection with additional grid."	""
"November"	"Novembro"
"No|Yes|"	"Não|Sim|"
"Number in Latitudinal Direction"	"Número de Direção Latitudinal"
"Number in Meridional Direction"	"Número de Direção Meridional"
"Number of Attributes"	"Número de Atributos"
"Number of Buffer Zones"	"Número de Zonas de Proteção"
"Number of CPU Cores [# physical processors]"	"Número de Núcleos de CPU [# processadores físicos]"
"Number of Categories"	"Número de Categorias"
"Number of Cells"	"Número de células"
"Number of Classes"	"Número de Classes"
"Number of Clusters"	"Número de Clusters"
"Number of Colors"	"Número de cores"
"Number of Column Cells"	"Número de células de coluna"
"Number of Columns"	"Numero de colunas"
"Number of Components"	"Número de componentes"
"Number of Data Cells"	"Número de células de dados"
"Number of Data Sets"	"Número de conjuntos de dados"
"Number of Different Classes"	"Número de classes diferentes"
"Number of Directions"	"Número de direções"
"Number of Distance Classes"	"Número de classes de distância"
"Number of Elements"	"Número de elementos"
"Number of Events"	"Número de Eventos"
"Number of Facettes"	"Número de facetas"
"Number of Features"	"Número de feições"
"Number of Fields"	"Número de campos"
"Number of Grid Cells"	"Número de células da grade"
"Number of Grids"	"Número de grades"
"Number of Intervals"	"Número de Intervalos"
"Number of Iterations"	"Número de iterações"
"Number of Iterations for Normal Updating"	"Número de iterações para atualização normal"
"Number of Iterations for Vertex Updating"	"Número de iterações para Atualização Vertex"
"Number of Maps"	"Número de mapas"
"Number of No-Data Cells"	"Número de células SemDados"
"Number of Numeric Value Classes"	"Número de classes de valor numérico"
"Number of Pairs"	"Número de pares"
"Number of Parts"	"Número de partes"
"Number of Points"	"Número de pontos"
"Number of Points for Local Interpolation"	"Número de pontos para a interpolação local"
"Number of Points in Cell"	"Número de pontos na celula"
"Number of Records"	"Número de registros"
"Number of Row Cells"	"Número de células na linha"
"Number of Rows"	"Número de linhas"
"Number of Sectors"	"Número de setores"
"Number of Shapes"	"Número de shapes"
"Number of Simulations"	"Número de simulações"
"Number of Simulations for Calibration"	"Número de simulações para calibração"
"Number of Steps"	"Número de passos"
"Number of Terrain Classes"	""
"Number of Values"	"Número de valores"
"Number of Variables"	"Número de variáveis"
"Number of Vertices"	"Número de vértices"
"Number of additional attributes to import."	"Número de atributos adicionais para importar."
"Number of arguments for attribute fields (%d), names (%d) and types (%d) do not match!"	"Número de argumentos para campos de atributo (%d), nomes (%d) e tipos (%d) não combinam!"
"Number of attribute fields: %d"	"Número de campos de atributo:%d"
"Number of atttribute table columns."	"Número de colunas da tabela de atributos."
"Number of cells"	"Número de células"
"Number of classes in the cloud temperature histogram"	"Número de classes no histograma da temperatura da nuvem"
"Number of clusters"	"Número de grupos"
"Number of decimals when writing floating point values in ASCII format."	"Número de casas decimais ao escrever valores de ponto flutuante em formato ASCII."
"Number of discrete intervals (bins) used for sampling"	"Número de intervalos discretos (bins) usados ??para a amostragem"
"Number of examples required for a node to be split. Choose 1 for complete growing."	"Número de exemplos necessários para um nó a ser dividido. Escolha 1 para o cultivo completo."
"Number of fields a flow path visits downhill starting at a cell. For D8 only."	"Número de campos de um fluxo de visitas de caminho decrescente a partir de uma célula. Somente para D8."
"Number of fields and precisions must be equal!"	"O número de campos e precisões deve ser igual!"
"Number of horizontal tiles"	"Número de mosaicos horizontais"
"Number of iterations, starts with search radius and increments with one cell by iteration."	"Número de iterações, começa com raio de busca e incrementa com uma celula por iteração."
"Number of layers"	"Número de camadas"
"Number of nearest points, which will be evaluated for filtering. Set to zero to investigate all points in search radius."	"Número de pontos mais próximos, os quais serão avaliados para a filtragem. Defina como zero para investigar todos os pontos no raio de busca."
"Number of neurons"	"Número de neurônios"
"Number of points"	"Número de pontos"
"Number of points in the simplified line"	"Número de pontos na linha simplificada"
"Number of points on each side of the section"	"Número de pontos em cada lado da seção"
"Number of points per return:"	"Número de pontos por retorno:"
"Number of raindays is greater than model timespan!"	"Número de dias de chuva é maior do que o espaço de tempo do modelo!"
"Number of raster files found in directory"	"Número de arquivos raster encontrados no diretório"
"Number of sub-basins"	"Número de sub-bacias"
"Number of the last x Iteration to be plotted."	"Número do último x iteração a ser plotada."
"Number of vertical tiles"	"Número de mosaicos verticais"
"Number plant elements"	"Número elementos vegetais"
"Numbering of Data Sets"	"Numeração de conjuntos de dados"
"Numeric"	"Numérico"
"Numeric Attribute Values"	"Atributo de valores numérico"
"Numerical Features"	"Feições numéricas"
"Numerical Precision"	"Precisão numérica"
"O. Conrad (c) 2009"	"O. Conrad (c) 2009"
"O. Conrad (c) 2011"	"O. Conrad (c) 2011"
"O.Conrad (c) 2010"	"O.Conrad (c) 2010"
"O.Conrad (c) 2011"	"O.Conrad (c) 2011"
"O.Conrad (c) 2013"	"O.Conrad (c) 2013"
"ODBC"	"ODBC"
"ODBC Database Connection Error"	"Erro de conexão com o banco de dados ODBC"
"ODBC Servers"	"Servidores ODBC"
"ODBC Sources"	"Fontes ODBC"
"ODBC source connected"	"Fonte ODBC conectada"
"ODBC source disconnected"	"Fonte ODBC desconectada"
"ODBC/OTL"	"ODBC/OTL"
"OID"	"OID"
"OSM Areas"	"Áreas OSM"
"OSM Locations"	"Locais OSM"
"OSM Relations"	"Relações OSM"
"OSM Ways"	"OSM Formas"
"OUTPUT"	"SAÍDA"
"OUTPUT certainty"	"Segurança de SAÍDA"
"OUTPUT classes"	"Classes de SAÍDA"
"Object Based Image Segmentation"	""
"Object Grid"	"Grade de objeto"
"Objective Function"	"Função objetiva"
"Objects"	""
"Objects removed from input grid"	"Removedor de objetos da grade de entrada"
"Oblique Mercator"	"Mercator obliquo"
"Obliquity"	"Obliquidade"
"Observations"	"Observações"
"Observer points."	"Pontos de observação:"
"October"	"Outubro"
"Offset"	"Deslocamento"
"Offset Slope"	"Deslocamento de cuesta"
"Offset X"	"Deslocamento X"
"Offset Y"	"Deslocamento Y"
"Offset Z"	"Deslocamento Z"
"Offset and Range (X)"	"Deslocamento e alcance (X)"
"Offset and Range (Y)"	"Deslocamento e alcance (Y)"
"Offset given as percentage of map size"	"Deslocamento dado em porcentagem do tamanho do mapa"
"Ok"	"Ok"
"Okay"	"Ok"
"Old Style Namings"	"Nomeação antiga de estilo"
"Old Version"	"Versão antiga"
"Olkin & Pratt"	"Olkin & Pratt"
"Omega [degree]"	"Omega [grau]"
"One Point Cloud per Polygon"	"Uma nuvem de pontos por Poligono"
"One or several input point cloud datasets to cut."	"Um ou vários conjuntos de dados de entrada de nuvem de pontos para cortar."
"One per x"	"Um por x"
"Online Help"	"Ajuda online"
"Only Header Info"	"Somente informações de cabeçalho"
"Only List Connected Servers"	"Somente servidores de lista conectados"
"Only Process Gaps with Less Cells"	"Somente lacunas do processo com menos células"
"Only Z-Direction Position is Updated"	"Apenas a direção Z da posição foi Atualizada"
"Opaque"	"Opaco"
"Open"	"Abrir"
"Open Database Connection"	"Abrir concexão do banco de dados"
"Open Project"	"Abrir projeto"
"Open Slopes"	"Encostas abertas"
"Open Street Map"	"Abrir endereço de mapa"
"Open as data set"	"Abrir como conjunto de dados"
"Open with external application"	"Abrir com aplicação externa"
"OpenCV"	"OpenCV"
"Opening"	"Abertura"
"Openness"	"Abertura"
"Operation"	"Operação"
"Operation Control"	"Controle de operação"
"Operator Type"	"Tipo de operador"
"Operator scale"	"Escala do operador"
"Opposite Neighbours"	"Vizinhos opostos"
"Optimised"	"Otimizado"
"Optional Output Filepath"	"Caminho do arquivo da saída opcional"
"Optional Target Grids"	"Grades alvos opcionais"
"Optional Tile Info Filename"	"Nome do arquivo opcional de informação do ladrilho"
"Optional floating-point vector of weights for each sample. Some samples may be more important than others for training."	"Vetor opcional de ponto flutuante de pesos para cada amostra. Algumas amostras podem ser mais importantes do que outros para formação."
"Optional integer vector indicating the samples (rows of inputs and outputs) that are taken into account."	"Vetor inteiro opcional indicando as amostras (linhas de entradas e saídas) que são levados em conta."
"Optional output polygon shapefile"	"Saída opcional de polígono shapefile"
"Options"	"Opções"
"Options:\n - Less than\n - Equals\n - Greater than\nControls under which condition a channel is initiated."	"Opções:\n - Menos de\n - Igual\n - Mais de\nControles em que condições um canal for iniciada."
"Order"	"Ordenar"
"Order by"	"Ordenar por"
"Order by..."	"Ordenar por..."
"Ordered Weighted Averaging (OWA)"	"Média Ponderada Ordenada (OWA)"
"Ordern in den alle Ausgabedaten gespeichert werden sollen"	"Pasta que você deseja armazenar os dados de todas as saídas"
"Ordinary Kriging"	"Krigagem ordinária"
"Ordnerpfad der Surface Runoff- und Drainagerasterdaten des Landoberflaechenschemas"	"Caminho da pasta para os dados de superfície , raster de drenagem"
"Ordnerpfad der WUse Daten"	"Caminho da pasta de dados de deserto"
"Ordnerpfad in dem alle zu bearbeitenden WaterGap Raster abgelegt sind"	"Caminho da pasta em que toda a grade WaterGAP processadas serão armazenadas"
"Orientation"	"Orientação"
"Origin Height"	"Altura de origem "
"Origin Latitude"	"Latitude de origem"
"Original"	"Original"
"Original Channels"	"Canais originais"
"Original Image"	"Imagem original"
"Orographic Coefficient"	"Coeficiente orográfico"
"Orthoclinal slope"	"Declive ortoclinal"
"Orthodromes"	"Ortodromos"
"Orthographic"	"Ortográfico"
"Ouput"	"Saída"
"Outlet"	"Saída"
"Outlet Concentration"	"Concentração de saída"
"Outlet Hydrographs"	"Hidrograma de saída"
"Outlet X"	"Saída X"
"Outlet Y"	"Saída Y"
"Outline"	"Contorno"
"Outlines"	"Contornos"
"Output"	"Saída"
"Output Directory"	"Diretório de saída"
"Output Features"	"Feições de saída"
"Output Field Name"	"Nome do campo de saída"
"Output File"	"Arquivo de saída"
"Output Filepath"	"Caminho de saída"
"Output Format"	"Formato de saída"
"Output Grid"	"Grade de saída"
"Output Lod"	"Lod de saída"
"Output Seeds"	"Sementes de saída"
"Output Text File"	"Arquivo de texto de saída"
"Output Type"	"Tipo de saída"
"Output Unit"	"Unidade de saída"
"Output Values"	"Valores de saída"
"Output as..."	"Saída como ..."
"Output at-sensor radiance for all bands"	"Saída de radiância no sensor para todas as bandas"
"Output file"	"Arquivo de saída"
"Output file path"	"Caminho do arquivo de saída"
"Output format"	"Formato de saída"
"Output grid"	"Grade de saída"
"Output of Change Vector"	"Vetor de alterações de saída"
"Output of Gradients"	"Saída de gradientes"
"Output of Model Parameters"	"Parâmetros do modelo de saída"
"Output of Regression Parameters"	"Saída de parâmetros de regressão"
"Output of module calculations."	"Cálculos de módulo de saída."
"Output of..."	"Saída de ..."
"Output parameters"	"Parâmetros de saída"
"Output shapes with field(s) deleted"	"Shapes de saída com campo(s) excluído"
"Output table with field(s) deleted"	"Tabela de saída com o campo(s) excluído"
"Output will inherit shape type and table structure from the first layer in this list."	"Saída herdará o tipo de forma e estrutura da tabela da primeira camada nesta lista."
"Overall Accuracy"	"Precisão Geral"
"Overall Bounding Box:"	"Caixa delimitadora geral:"
"Overdip slope"	"Declive Overdip"
"Overland"	"Superfície"
"Overland Flow - Kinematic Wave D8"	"Fluxo superficial - Onda cinemática D8"
"Overland Flow Distance"	"Distância do fluxo superficial"
"Overland Flow Distance to Channel Network"	"Distância do fluxo superficial a rede de canais"
"Overlap"	"Sobreposição"
"Overlap [map units]"	"Sobreposição [mapa de unidades]"
"Overlapping Areas"	"Áreas sobrepostas"
"Overlapping Cells"	"Células que se sobrepõem"
"Overlay"	"Sobreposição"
"Overlay Image"	"Imagem sobreposta"
"Override"	"Sobrepor"
"Overview"	"Visão geral"
"Overview Content"	"Visão geral do conteúdo"
"Overwrite"	"Sobrescrever"
"P/A"	"P/A"
"P/sqrt(A)"	"P/sqrt(A)"
"PATB"	"PATB"
"PCA Eigen Vectors"	"Autovetores PCA"
"PCP Column: Subbasin: "	"PCP Coluna: Sub-bacia: "
"PCTL"	"PCTL"
"PDF"	"PDF"
"PDF Docs"	"Documentos PDF"
"PDF Documents"	"Documentos PDF"
"PDF File"	"Arquivo PDF"
"PDF Files (*.pdf)|*.pdf|All Files|*.*"	"Arquivos PDF (*.pdf)|*.pdf|All Files|*.*"
"PERCENTILE"	"PERCENTIL"
"PERIMETER"	"PERÍMETRO"
"PET (after Hargreaves, Grid)"	"PET (depois de Hargreaves, raster)"
"PET (after Hargreaves, Table)"	"PET (depois de Hargreaves, tabela)"
"PFAC("	"PFAC("
"PH, plant height [m], representing the effective height from which raindrops fall from the crop or vegetation"	"PH, altura das plantas [m], o que representa a altura efetiva em que a chuva cai a partir da cultura ou vegetação"
"PI, permanent interception expressed as the proportion [between 0-1] of rainfall"	"PI, interceptação permanente expressa como a proporção [entre 0-1] de chuvas"
"PRECISION"	"PRECISÃO"
"PREDICTED"	"PREVISÍVEL"
"PT_ID"	"PT_ID"
"Page Setup"	"Configurações da página"
"Pairwise Comparisons Table "	"Tabela de comparações pareadas"
"Pan"	"Pan"
"Panchromatic"	"Pancromático"
"Panchromatic Channel"	"Canal pancromático"
"Panchromatic Channel Matching"	"Canal pancromática concidente"
"Panorama"	"Panorama"
"Panorama Break [%]"	"Panorama da ruptura [%]"
"Paper Format"	"Formato de Papel"
"Parallelepiped"	"Paralelepípedo"
"Parameter"	"Parâmetro"
"Parameter (a)"	"Parâmetro (a)"
"Parameter (b)"	"Parâmetro (b)"
"Parameter (c)"	"Parâmetro (c)"
"Parameter (c) to fit streamflow volume"	"Parâmetro (c) para ajustar o volume de vazões"
"Parameter (l)"	"Parâmetro (l)"
"Parameter (l) [lower bound]"	"Parâmetro (l) [limite inferior]"
"Parameter (l) [upper bound]"	"Parâmetro (l) [limite superior]"
"Parameter (p)"	"Parâmetro (p)"
"Parameter (p) [lower bound]"	"Parâmetro (p) [limite inferior]"
"Parameter (p) [upper bound]"	"Parâmetro (p) [limite superior]"
"Parameter settings for No-Data and all other values."	"Ajustes de parâmetros para Sem-dados e todos os outros valores."
"Parameter settings for the NoData value of the output grid (header)."	"Ajustes de parâmetros para o valor SemDados da grade de saída (cabeçalho)."
"Parameters"	"Parâmetros"
"Parameters file could not be exported."	"O arquivo de parâmetros não pode ser exportado."
"Parameters file could not be imported."	"O arquivo de parâmetros não podem ser importado."
"Parameterwerte HD Modell"	"Valores dos parâmetros do modelo HD"
"Parsing %s ... "	"Analisando %s ... "
"Partial D."	"Parcial D."
"Partially wet (WI = 0.1 - 1)"	"Parcialmente molhada (WI = 0.1 - 1)"
"Partition Coefficients"	"Coeficientes de partição"
"Parts"	"Partes"
"Pass"	"Passar"
"Pass (saddle)"	"Passo (sela)"
"Pass 1"	"Passo 1"
"Pass 2"	"Passo 2"
"Pass two processing..."	"Passo dois em processamento ..."
"Password"	"Senha"
"Patch"	"Remendo"
"Patch Grid"	"Correção da grade"
"Patching"	"Aplicando caminho"
"Path"	"Caminho"
"Path (1-255/233 1-3/4-5"	"Caminho (1-255/233 1-3/4-5"
"Path for HTML Files"	"Caminho para arquivos HTML"
"Pattern Analysis"	"Análise de Padrões"
"Peak"	"Pico"
"Peak Flow (m3/s)"	"Fluxo de pico (m3/s)"
"Peak Flow (m3/s) at selected outlet cell"	"Fluxo de pico (m3/s) a célula de saída selecionada"
"Percent"	"Por cento"
"Percent of solar radiance in path radiance"	"Percentual de radiação solar no caminho de radicação"
"Percentage clays"	"Argilas percentuais"
"Percentage of points"	"Percentagem de pontos"
"Percentage of points remaining in the simplified line"	"Percentagem de pontos restantes na linha simplificada"
"Percentage of standard deviation"	"Percentagem de desvio padrão"
"Percentage rock fragments"	"Fragmentos de rocha percentual"
"Percentage sand"	"Percentagem de areia"
"Percentage silt"	"Percentagem silte"
"Percentile"	"Percentil"
"Percentile used as default for histogram stretch."	"Percentil usado como padrão para esticar histograma."
"Percentiles"	"Percentis"
"Perforated"	"Perfurado"
"Perihelion"	"Periélio"
"Perimeter"	"Perímetro"
"Permament Interception"	"Intercepção permamente"
"Permanent Wilting Point [mm]"	"Ponto de murchamento permanente [mm]"
"Permeability"	"Permeabilidade"
"Permutation Importance"	"Importância de permutação"
"Perpendicular Vegetation Index (Perry and Lautenschlager, 1984)"	"Índice de Vegetação Perpendicular (Perry e Lautenschlager, 1984)"
"Perpendicular Vegetation Index (Qi, et al., 1994)"	"Perpendicular Índice de Vegetação (Qi, et al., 1994)"
"Perpendicular Vegetation Index (Richardson and Wiegand, 1977)"	"Índice de Vegetação Perpendicular (Richardson e Wiegand, 1977)"
"Perpendicular Vegetation Index (Walther and Shabaani)"	"Índice Perpendicular de Vegetação (Walther e Shabaani)"
"Perspectivic Distance"	"Distância de perspectiva"
"Peucker & Douglas"	"Peucker & Douglas"
"Pfad LS-Daten"	"Pfad LS-Daten"
"Pfad WaterGap Raster"	"Pfad WaterGap Raster"
