TEXT	TRANSLATION
Minimum value of the range to be reclassified.	Minimaler Wert des neueinzuteilenden Bereichs
Minimum/Maximum	
Minnaert Correction	
Minnaert Correction with Slope (Law & Nichol 2004)	
Minnaert Correction with Slope (Riano et al. 2003)	
Mirror	Spiegeln
Mixed Flow Threshold (ha)	
Mode of operation	Operationsmodus
Model	
Model Parameters:	Modellparameter:
Model parameter [m]	
Modelling hydrological processes.	
Modelo de combustible	
Modifed Quadratic Shepard	Modifizierte quadratische Shepard-Methode
Modified catchment area	
Modify: post-processing...	
Modify: pre-processing...	
Module	Modul
Module Library	
Module Library Descriptions	Beschreibung Modulbibliothek
Module Library Template	
Module Manager	
Module Template	
Modules for GPS data handling.	
Mollweide	
Moment [h]	
Month	
Moore	
Moore et al. 1991	
Moran's I	
Morphometric Protection Index	
Move	Bewegung
Move Grid	
Moving window size = 1 + 2 * Neighborhood.	Bewegliche Fenstergröße = 1 + 2 * Umgebung
Multi Direction Lee Filter	Mehrrichtungs Lee Filter
Multi Scale Factor	
Multilevel B-Spline Interpolation	
Multilevel B-Spline Interpolation (from Grid)	Multilevel B-Spline Interpolation (von Rastern)
Multiple Flow Direction	mehrfache Verlaufsrichtungen
Multiple Flow Direction (FD8)	
Multiple Flow Direction (Quinn et al. 1991)	
Multiple Regression Analysis	
Multiple Regression Analysis (Points/Grids)	
Multiple Triangular Flow Directon	
Multiplication	Multiplikation
Multipoint	
Multiresolution Index of Valley Bottom Flatness (MRVBF)	
MySQL Data	
NAME	
NCELLS	
NEIGHBORS	
NEON	
NR	
NSE|NSE high flow|NSE low flow	
NTv2 Grid Shift Binary (*.gsb)	
NX	
NY	
N\xc3\xbamero of Monte-Carlo events	
Name	
Name Field	Namensfeld
Natural Neighbour	Natürliche Nachbarn-Methode
Navaladi, Schoeller, Conrad (c) 2009	
Near Infrared Band	Nahes Infrarotband
Nearest Neigbhor	
Nearest Neighbor	Nächster Nachbar
Nearest Neighbour	Nächste Nachbarn-Methode
Needs less memory, but is slow	
Needs more memory, but is quicker	
Neighborhood	Umgebung
Neighborhood Type	Umgebungstyp
Neighbourhood	Umgebung
Neon	
Net Primary Production [Gt Carbon / a]	
Network Density [%]	
Neumann	
New Grid Dimensions	
New Shapes Layer	Neue Vektorebene
New Value	Neuer Wert
New grid filtered with the A1WiTh module	
New grid filtered with the A2WiTh module	
New grid filtered with the A3WiTh module	
New grid filtered with the AvWiMa1 module	
New grid filtered with the AvWiMa2 module	
New grid filtered with the destriping1 module	
New grid filtered with the destriping2 module	
New grid filtered with the directional1 module	
New layer from selected shapes	Neue Ebene aus ausgewählten Vektoren
New selection	Neue Auswahl
New table	Neue Tabelle
New value.	Neuer Wert
Newton [A]	
Newton [B]	
Newton-Raphson	
Neys (Modified Lambert Conformal Conic)	
Nitrogen in Rainfall [kg/ha/a]	
No Cut	
No Data Value	
No Flats	
No Height	
No ODBC connection available!	Keine ODBC Verbindung möglich!
No duplicates found.	Keine Duplikate gefunden.
No grids selected	Keine Raster ausgewählt
No history available	Keine Verlaufsdarstellung möglich
No pen is used	Kein Stift im Gebrauch
No records selected.	Keine Datensätze ausgewählt.
No shapes in selection	Keine Vektoren ausgewählt
No sinks have been detected.	
No tables available in database!	
No translation set by user	
NoData Value	
NoData value(s) in statistic grid(s)!	
NoDataValue	
Node	
Non-Linear Module	
None	Nichts
Normalisation	
Normalise	Normalisieren
Normalised Grid	Normalisiertes Raster
Normalized	
Normalized Difference Vegetation Index	Normalisierte Differenz Vegetationsindex
Normalized Height	
Normalized Ratio Vegetation Index	Normalisiertes Verhältnis Vegetationsindex
North []	
North|South|	
Not Null	
Not a PostgreSQL database!	
Not a valid PostGIS database!	
Nothing to do: there is no intersection with additonal grid.	Nichts zu tun: es gibt keine Schnittmenge mit zusätzlichem raster
November	
No|Yes|	Nein|Ja|
Nugget	
Number of Attributes	Anzahl der Attribute
Number of Buffer Zones	Anzahl der Pufferzonen
Number of Classes	
Number of Clusters	
Number of Colors	Anzahl Farben
Number of Column Cells	
Number of Different Classes	Anzahl verschiedener Klassen
Number of Directions	Nummer der Richtungen
Number of Distance Classes	
Number of Elements	Anzahl der Elemente
Number of Events	
Number of Facettes	
Number of Fields	Anzahl der Felder
Number of Grid Cells	
Number of Pairs	
Number of Points	Anzahl der Punkte
Number of Points for Local Interpolation	Anzahl der Punkte für lokale Interpolation
Number of Points in Cell	Punktanzahl in Zelle
Number of Records	Anzahl der Datensätze
Number of Row Cells	
Number of Sectors	
Number of Simulations	
Number of Simulations for Calibration	
Number of Steps	
Number of Variables	
Number of additional attributes to import.	
Number of atttribute table columns.	Nummer der Attributtabellenspalte
Number of clusters	Anzahl der Gruppen
Number of decimals when writing floating point values in ASCII format.	
Number of horizontal tiles	Anzahl horizontaler Kacheln
Number of iterations, starts with search radius and increments with one cell by iteration.	Anzahl Iterationen, starten mit Suchradius und Zunahme mit einer Zelle je Iteration
Number of points	Punktanzahl
Number of points in the simplified line	Punktanzahl in vereinfachter Linie
Number of points on each side of the section	
Number of points per return:	
Number of sub-basins	
Number of the last x Iteration to be plotted.	
Number of vertical tiles	Anzahl vertikaler Kacheln
Numbering of Data Sets	
Numerical Values	numerische Werte
Numver of Fields	
O. Conrad (c) 2009	
O.Conrad (c) 2010	
ODBC Commit/Rollback Transaction	
ODBC Connect	
ODBC Database Connection Error	ODBC Datenbank Verbindungsfehler
ODBC Disconnect	
ODBC Execute SQL	
ODBC source connected	
OGR: Export Vector Data	
OGR: Import Vector Data	
Objective Function	
Objects removed from input grid	Objekte die aus dem Eingaberaster entfernt wurden
Oblique Mercator	
October	
Offset X	
Offset Y	
Offset Z	
Offset and Range (X)	
Offset and Range (Y)	
Ok	
Old Version	
One per x	Einer per x
Only Process Gaps with Less Cells	Nur Bearbeitung von Lücken mit wenigen Zellen
Only closing points on main stream	
OpenCV - Basic Morphological Operations	
OpenCV - Fourier Transformation	
OpenCV - Single Value Decomposition	
Operation	
Operator scale	
Opposite Neighbours	entgegengesetzte Nachbarn
Option	
Options	Optionen
Options for Data Thumbnails	Optionen für Daten-Vorschaubilder
Options for Map Thumbnails	Optionen für Karten-Vorschaubilder
Options:\n - Less than\n - Equals\n - Greater than\nControls under which condition a channel is initiated.	
Order by	
Order by...	Sortiert nach..
Ordered Weighted Averaging (OWA)	Sortierter gewichteter Durchschnitt (OWA)
Ordinary Kriging	
Ordinary Kriging (Global)	
Ordinary Kriging (VF)	
Ordinary Kriging (VF, Global)	
Orientation	
Origin Height	
Origin Latitude	
Original Image	
Orographic coef.	
Orthographic	
Ouput	Ausgabe
Outlet Hydrographs	
Output	Ausgabe
Output (imaginary)	
Output (real)	
Output Field Name	
Output File	
Output Grid	Ausgabe Raster
Output Lod	
Output Seeds	
Output Type	
Output Unit	Ausgabe Einheit
Output file	
Output format	
Output grid	
Output of Regression Parameters	
Output of module calculations.	
Overland Flow - Kinematic Wave D8	
Overland Flow Distance	
Overland Flow Distance to Channel Network	
Overlapping Cells	Überlappende Zellen
Overlay Image	Overlaybild
Override	
Overview	Überblick
P/A	
P/sqrt(A)	P/Quadratwurzel(A)
PCP Column: Subbasin: 	
PDF Docs	PDF Dokumente
PDF Documents	
PDF File	PDF Dateien
PDF Files	PDF Dateien
PDF Files (*.pdf)|*.pdf|All Files|*.*	PDF Dateien (*.pdf)|*.pdf|Alle Dateien|*.*
PERCENTILE	
PFAC(	
PNG Files	PNG Dateien
PVI (Perry & Lautenschlager)	
PVI (Qi, et al) 	
PVI (Richardson and Wiegand)	
PVI (Walther & Shabaani)	
Pairwise Comparisons Table 	Paarweise Vergleichstabelle
Panorama	
Panorama Break [%]	Panoramaunterbrechung [%]
Paper Format	Papierformat
Parallel Processing	
Parallelepiped	
Parameter	
Parameter (a)	
Parameter (b)	
Parameter (c)	
Parameter (c) to fit streamflow volume	
Parameter (l)	
Parameter (l) [lower bound]	
Parameter (l) [upper bound]	
Parameter (p)	
Parameter (p) [lower bound]	
Parameter (p) [upper bound]	
Parameter A for Power Function Regression:\n   y = A * x ^ B	
Parameter B for Exponential Regression:\n   y = Nugget * e ^ (B * x)	
Parameter B for Linear Regression:\n   y = Nugget + B * x	
Parameter B for Power Function Regression:\n   y = A * x ^ B	
Parameter settings for No-Data and all other values.	Parametereinstellungen für No-Data und alle anderen Werte.
Parameter settings for method range.	Parametereinstellungen für Methode Bereich.
Parameter settings for method simple table.	Parametereinstellungen für Methode einfache Tabelle.
Parameter settings for method single.	Parametereinstellungen für Methode einzeln.
Parameter settings for method user supplied table.	Parametereinstellungen für Methode nutzerdefinierte Tabelle
Parameters	Parameterliste
Parameters file could not be exported.	Parameterdatei konnte nicht erstellt werden.
Parameters file could not be imported.	Parameterdatei konnte nicht geladen werden.
Partial D.	
Partition Coefficients	
Parts	Teile
Pass 1	
Pass 2	
Password	Passwort
Patch	Korrektur
Patch Grid	repariertes Raster
Patching	Reparieren
Path	
Path for HTML Files	Pfad für HTML-Dateien
Pattern Analysis	Musterauswertung
Peak Flow (m3/s)	
Peak Flow (m3/s) at selected outlet cell	
Percentage of points	Prozentanteil der Punkte
Percentage of points remaining in the simplified line	Prozentanteil der Punkte, die in der vereinfachten Linie verbleiben
Percentage of standard deviation	Anteil der Standardabweichung
Percentile	
Percentiles	Perzentil
Perforated	perforiert
Perimenter	Umfang
Perimeter	Umfang
Perimeter (m)	
Permanent Wilting Point [mm]	
Permeability	
Peucker & Douglas	
Pick CRS from loaded data set	
Plan Curvature	
Plane	Fläche
Plane (%.2fDegree)	Fläche (%.2fGrad)
Planetary Radius	
Planetery Bending	
Please choose a method of module operation.	Bitte wähle eine Methode der Moduloperation.
Please stop module execution before exiting SAGA.	Um SAGA zu beenden, muß erst das laufende Modul angehalten werden.
Plot Holes	
Point	Punkt
Point Cloud	Punktwolkenattribute fallenlassen
Point Cloud Attribute Calculator	
Point Cloud Cutter	Punktwolken Zuschneider
Point Cloud Manager	
Point Cloud Reclassifier / Subset Extractor	Punktwolken Reklassifizierer / Teilbereichextraktor 
Point Cloud Thinning (simple)	Punktwolken Verdünner (einfach)
Point Cloud Viewer	Punktwolkenbetrachter
Point Cloud Viewer Settings	Einstellungen des Punktwolkenbetrachters
Point Cloud from Grid Points	Punktwolken von Rasterpunkten
Point Cloud from Shapes	Punktwolken von Vektoren
Point Cloud to Grid	Punktwolken von Rastern
Point Cloud to Shapes	Punktwolken zu Vektoren
Point Cloud to drop attribute from.	Punktwolken als Ziel für Attribute von..
Point Cloud to reclassify/extract	Punktwolken zu reklassifizieren / Auszug
Point Clouds	Punktwolken
Point Data Record Format	
Point Grid	Punktraster
Point Position	
Point Size: Default	Punktgröße: Voreinstellung
Point Size: Scaling	Punktgröße: Maßstab
Point Statistics for Polygons	
Point clouds viewer.	Punktwolkenbetrachter.
Point shapefile with source point(s)	
Point shapes import from text formated XYZ-table.	
Points	Punkte
Points Export	
Points Import	
Points Selection	Punkte Auswahl
Points from Lines	Punkte der Linien
Points per Cell	Punkte je Zelle
Points per Square	Punkte pro Quadrat
Polar Stereographic	
Polar To Rect	polar zu rect
Polyconic	
Polygon	
Polygon Centroids	Polygon Schwerpunkt
Polygon Intersection	Polygon Schnittmenge
Polygon Layers	Polygon Ebene
Polygon Shape Indices	Polygon Vektor Indizes
Polygon Union	Polygon Vereinigung
Polygons	Polygone
Polylines	
Population	
Port	
Portable Network Graphics	
Portable Network Graphics (*.png)	
Position	
Positive values result in a shift in E direction.	Positive Werte resultieren in einem verschieben in Ost-Richtung
Positive values result in a shift in N direction.	Positive Werte resultieren in einem verschieben in Nord-Richtung
Possible error	möglicher Fehler
PostGIS Shapes Export	
PostGIS Shapes Import	
Potential Incoming Solar Radiation	
Power	
Power Function - A	
Power Function - B	
Power Function Regression	
Power on soil (p)	
Power on soil (p) [lower bound]	
Power on soil (p) [upper bound]	
Power on soil moisture	
Power on soil moisture (p), lower bound	
Power on soil moisture (p), upper bound	
Power: a + b * x^c	
Pre-Processing	
Pre-defined Formulas	Vordefinierte Formel
Precipitation	
Precipitation Column	
Precipitation [mm]	
Predefined Datum	
Predefined Ellipsoids	
Predefined Functions	
Predefined Standard Ellipsoids	
Predictor	
Predictors	
Preferred Target Grid Type	Bevorzugter Zielrastertyp
Preferred data storage type	Bevorzugter Datenspeichertyp
Preprocessed DEM	
Preprocessed DEM. If this is not set changes will be stored in the original DEM grid.	
Preserve Data Type	Erhalte Datentyp
Primary Name	
Primary key)	
Priority Index	
Probability Reference	Wahrscheinlichkeit Referenz
Probability Threshold (Percent)	Wahrscheinlichkeitsschwellenwert (Prozent)
Process Update Frequency [milliseconds]	Prozess Update Frequenz [Millisekunden]
Processing	
Product	
Profile	
Profile (lines)	Profile (Linien)
Profile (points)	Profile (Punkte)
Profile Curvature	
Profile Distance	
Profile Length	
Profile Line	
Profile Points	
Profile Samples	
Profile [%s]	Profile [%]
Profile from points	
Profile_Line_[%s]_%d	
Profile_Points_[%s]_%d	
Profiles	
Profiles from Lines	
Proj.4	
Proj4 Parameters	
Project \'%s\'	Projekt \'%s\'
Projected Coordinate System	Projektkoordinatensystem
Projected Coordinate Systems	
Projected Height	Projektierte Höhe
Projection	Projektion
Projection - GeoTRANS	
Projection - Georeferencing	
Projection - Proj.4	
Projection Parameters	
Projection Settings	
Projection Type	
Projection_GeoTRANS_Datum_3.dat,\n	
Projection_GeoTRANS_Datum_7.dat,\n\n	
Projection_GeoTRANS_Ellipsoid.dat,\n	
Projection_GeoTRANS_Geoid_EGM96.dat,\n	
Projection|Georeferencing	
Protection Index	
Proximity	Nähe
Proximity Grid	Nachbarschaftsraster
Pythagoras' Tree	
QuadTree - Lines	QuadTree - Linien
QuadTree - Squares	QuadTree - Quadrate
QuadTree Structure to Shapes	QuadTree-Struktur für Vektoren
Quadratic	
Quadratic Neighbors	Quadratische Nachbarn-Methode
Quadric: a + b * x + c * x^2	Quadratisch: a + b * x + c * x^2
Quality	Qualität
Quality Measure	
Quantile Step	Quantile Schrittweite
Quantiles	Quantile
Queen	
Queen's case	
Query builder for shapes	Suchabfrage für Vektordaten
R2	
R:Alternatives	
R:Buffers	R:Puffer
R:Catchment Area	
R:Classification	R:Einteilung
R:Conversion	R:Umwandlung
R:Cost Analysis	R:Kostenauswertung
R:Export	
R:Filter for Grids	
R:Fourier Analysis	
R:Fragmentation Analysis	R:Aufteilungsauswertung
R:Fuzzy Logic	R:unscharfe Logik
R:Grid Generation	R:Raster Erstellung
R:Image Analysis	R:Bildauswertung
R:Import	
R:Indices	
R:Interpolation from Points	R:Interpolation von Punkten
R:Lakes	
R:Segmentation	R:Aufteilung
R:Soil Analysis	R:Bodenauswertung
R:Spline Interpolation	
R:Terrain Analysis	R:Geländeauswertung
R:Tools	R:Werkzeuge
R:Values	R:Werte
R:Without Variogram Fit	
RAINBOW	
RANGE	
RED_BLUE	
RED_BLUE_GREEN	
RED_GREEN	
RED_GREEN_BLUE	
RED_GREY_BLUE	
RED_GREY_GREEN	
RGA	
RGB Composite	RGB Zusammensetzung
RGB coded data	
RGBOverlay	
ROI_N	
Radians	Radiant
Radius	
Radius (Cells)	Radius (Zellen)
Radius (cells)	Radius (Zellen)
Radius X	
Radius Y	
Radius is too small	Radius ist zu klein
Radius is too small for your Standard Deviation	Radius ist zu klein für deine Standardabweichung
Radius of Variance (Grid)	
Radius with Variance	
Rainbow	Regenbogen
Random Field	Zufallsfeld
Random Terrain Generation	zufällige Geländeerstellung
Range	Bereich
Raster Dimension	
Raster Resolution (Pixel Size)	
Raster Resolution (Pixels Size)	
Raster Resolution (Pixels X)	
Rate Constant for Litter Loss [1/a]	
Ratio Vegetation Index	Verhältnis Vegetationsindex
Raw Data File	
Ray Tracing	
Real	
Real Area Calculation	
Real Area Grid	
Recalculating all Regions Minimum Distances\n	
Reciprocal Flattening (rf)	
Reclassifed grid.	Neueingeteiltes Raster
Reclassifed or extracted Point Cloud.	Reklassifizierte oder wesentliche Punktwolken
Reclassification of distance grid to buffer zones with a width equal to the equidistance value.	Neueinteilung von Entfernungsraster zu Pufferzonen mit einer Breite entsprechend dem Äquidistanzwert.
Reclassified Grid	Neueingeteiltes Raster
Reclassify Grid Values	Teile Rasterwerte neu ein
Reclassify buffer distance to intervals of euqidistance ...	Wandle Pufferentfernungen in Intervalle von Äquidistanzen ein... 
Reclassify|Extract Subset|	Reklassifizieren|Extrakt Teilmenge|
Recreations - Fractals	
Recreations - Games	
Recreations|Fractals	
Recreations|Games	
Rect To Polar	Rect zu Polar
Recursive Upward Processing	
Red	Rot
Red Band	rotes Band
Reduction	
Reference Points (Origin)	
Reference Points (Projection)	
Refresh	aktualisieren
Regions Count of No-DataValue-Pixels	
Regions MinPixel	
Regression	
Regression Analysis (Points/Grid)	
Regression Function	
Regression Parameters	
Regularisation	Regelung
Relation B / A	Beziehung B / A
Relative Area	
Relative Height	
Relative Heights and Slope Positions	
Relative Richness	relativer Reichtum
Relative from cell value	Relativ vom Zellwert
Relative heights calculation...	
Relaxation	Entspannung
Remove Duplicate Points	Entferne doppelte Punkte
Remove every i-th point.	Entferne jeden i-ten Punkt
Removed Objects	entfernte Objekte
Rename Fields	Feld umbenennen
Replace Condition	Austauschbedingungen
Replace with	Ersetze durch
Reports - HTML	
Reports - PDF	
Representativeness	
Representativeness (Grid)	
Resampling	Neuberechnung
Rescale Range	Bereich Massstabsänderung
Rescale Values (0-255)	
Rescale to 0 - 1	Massstabsänderung von 0 - 1
Rescale to 0 - 1.0	Massstabsänderung von 0 - 1.0
Rescale to 0 - 255	Massstabsänderung von 0 - 255
Residual Analysis (Grid)	
Residuals	
Resolution	Auflösung
Result	Ergebnis
Result table	
Resulting Point Cloud.	Resultierende Punktwolke
Resulting Shapes	resultierende Vektoren
Resulting Value	sich ergebender Wert
Resulting shapes	resultierende Vektoren
Results	
Revert Palette	
Rho 8	
Right	Rechts
Rill/Interrill Erosivity	
River Headers	
Road Width	
Rook	
Rook's case	
Roots	
Roots to Humus	
Rotate	Drehen
Rotate Table	Drehe Tabelle
Rotate a table, i.e. swap rows and columns.\n	Drehe eine Tabelle, z. B. um Reihen und Spalten zu tauschen.\n
Rotation	
Rotation X	
Rotation Y	
Rotation Z	
Rotation angle [Degree]	
Roughness/Smoothness	
Routing	
Routing Error	
Rows	Reihen
Running Average	laufender Durchschnitt
Runoff	
SAGA Colors	SAGA Farben
SAGA Help	SAGA Hilfe
SAGA Module Libraries	SAGA Modulbibliothek
SAGA Parameter Files	SAGA Parameter-Datei
SAGA Point Clouds	SAGA Punktwolken
SAGA Project	SAGA Projekt
SAGA Projects	SAGA Projekte
SAGA RGB color	
SAGA User Group Associaton (c) 2002	
SAGA User Group Associaton (c) 2008	
SAGA Wetness Index	
SAGA interface to Frank Warmerdam's Geospatial Data Abstraction Library (GDAL).	
SAGA: Print Map	SAGA: Karte drucken
SECTIONS	
SPECIFIC	SPEZIFISCH
SQL Statement	
SQL Statment	
SRTM30 DEM Tiles (*.dem)|*.dem|All Files|*.*	
STDDEV	
STDDEV_HI	
STDDEV_LO	
STDDEV_MEAN	
STL Files	
SUM	
SVG - Scalable Vector Graphics Files (*.svg)	SVG - Scalable Vector Graphics Datei (*.svg)
SVG Interactive Map	
Sample Variogram	
Samples in range	
Sand	
Sandy Clay	sandiger Kleie
Sandy Clay-Loam	sandiger Kleielehm
Sandy Loam	sandiger Lehm
Saturation overland flow [m/dt]	
Save 3D Image Options	Speichern der Optionen der 3D-Darstellung
Save All Attributes	
Save Colors	Farben speichern
Save Georeference	Georeferenzierung speichern
Save Headline	
Save Parameters	Parameter speichern
Save Shapefile	Vektordatei sichern
Save Table Header	
Save all	Alles speichern
Save the results to the input shapefile.	Ergebnisse in Eingabevektordatei sichern 
Scalable Vector Graphics Files (*.svg)	
Scale	Massstab
Scale Factor	
Scale Factor X	Massstabsfaktor X
Scale Factor Y	Massstabsfaktor Y
Scale Point Size	Maßstab Punktgröße
Scale X	
Scale Y	
Scale Z	
Scale factors	
Scaling	
Scaling Factor for Attribute Value	Massstabsfaktor für Attributwert
Scatterplot	
Search Distance Increment	Suchdistanzerhöhung
Search Mode	Suche Betriebsart
Search Radius	Suche Radius
Search Range	Suchbereich
Search Text	
Search for...	
Search in attributes table	Suche in Attributtabelle
Search radius of kernel in cells.	Suchradius des Kernels in Zellen
Search text not found	
Second Class	Zweite Klasse
Second input grid	
Secondary Name	
Section	
Sections	
Seed Generation	
Seed Value	Keimwert
Seeds	Keime
Seeds Grid	
Seeds Only	
Segment ID	
Segmentation	
Segmente	
Segments	Segmente
Select * FROM test	
Select Grid	
Select Grid System	
Select Precipitation Column	
Select Temperature Column	
Select by theme	Auswahl nach Thema
Select features in Shapes 1 that fulfil this condition	Wähle Eigenschaft in Vektordatei 1 die diese Bedingungen erfüllt
Select file	
Select from Subdatasets...	
Select from current selection	Wähle aus aktueller Auswahl
Select operator: eg. min < value < max.	Wähle Operator: z.B. min < Wert < max.
Select the Column containing Discharge Values	
Select the Column containing Temperature Values	
Select the Column containing precipitation Values	
Select the column containing inflow data to the subbasin	
Select the column containing the Date	
Select the column containing the observed streamflow time series	
Select the desired method: 1. a single value or a range defined by a single value is reclassified, 2. a range of values is reclassified, 3. the lookup table is used to reclassify the grid.	Wähle die gewünschte Methode: 1. ein einzelner Wert oder ein durch einen einfachen Wert definierter Bereich wird neu eingeteilt, 2. ein Bereich von Werten wird neu eingeteilt, 3. die Nachschlagetabelle wird zur Neueinteilung des Rasters benutzt.
Select the desired operator (<;.;=; >;.); it is possible to define a range above or below the old value.	Wähle den gewünschten Operator (<;.;=; >;.); es ist auch möglich einen Bereich über oder unter dem alten Wert zu definieren.
Select the desired operator (min < value < max; min . value < max; min .value . max; min < value . max).	Wähle den gewünschten Operator (min < Wert <max; min .Wert < max; min .Wert . Max; min < Wert . Max).
Selection Color	Farbauswahl
Semi-Variances	
Semi-Variogram	
Semimajor Axis (a)	
Semimajor Axis and Eccentricity	
Semimajor Axis and Eccentricity Squared	
Semimajor Axis and Flattening	
Semimajor Axis and Reciprocal Flattening	
Semimajor Axis and Semiminor Axis	
Semimajor axis or equatorial radius.	
Semiminor Axis (b)	
Semiminor axis or polar radius.	
Semivariance	
Semivariogram	
Separate Line/Polygon Points	
Separate Shapes	Trenne Vektoren
Separate points by direction	Trenne Punkte durch Richtung
Separator	
Separator (other)	
September	
Server	
Set Coordinate Reference System	
Set \'false\' to execute the calculation for each point in grid. Set \'true\' tu calculate the flow of one single cell.	
Set extent by	Setze Ausdehnung durch
Set true if you want multipart polygons to become separate polygons.	Gebe true ein wenn mehrteilige Polygone zu seperaten Polygonen werden sollen
Shade	
Shading Method	
Shall I activate file caching for new grid.	Soll der Dateipuffer für die neuen Rasterdaten aktiviert werden?
Shape Index	Vektor Index
Shape Parameter for Elevation Percentile	
Shape Parameter for Slope	
Shape Type	Vektortyp
Shape Type Manager	
Shape(s)	Vektoren
Shape(s) to fit extent to	Vektoren die anzugleichen sind an
Shapes	Vektoren
Shapes (Grid Information)	Vektoren (Rasterinformationen)
Shapes - Grid	Vektoren - Raster
Shapes - Lines	Vektoren - Linien
Shapes - Lines (extended)	Vektoren - Linien (verlängert)
Shapes - Point Clouds	Vektoren - Punktwolken
Shapes - Point Clouds Viewer	Vektoren - Punktwolkenbetrachter
Shapes - Points	Vektoren - Punkte
Shapes - Polygons	Vektoren - Polygone
Shapes - Tools	Vektoren - Werkzeuge
Shapes - Transects	
Shapes 2	Vektoren 2
Shapes Buffer	Vektorenpuffer
Shapes Extent	Vektoren Auszug
Shapes Layers	
Shapes Manager	
Shapes Report	
Shapes Summary Report	
Shapes to Grid	Vektoren zu Raster umwandeln
Shapes to TIN	Vektoren zu TIN
Shapes to project	abzubildende Vektoren
Shapes_Merge	Verbundene Vektoren
Shapes|Grid	Vektoren|Raster
Shapes|Lines	Vektoren|Linien
Shapes|Lines|Transects	
Shapes|Point Clouds	Vektoren|Punktwolken
Shapes|Point Clouds|Visualisation	Vektoren|Punktwolken|Visualisierung
Shapes|Points	Vektoren|Punkte
Shapes|Polygons	Vektoren|Polygone
Shapes|Tools	Vektoren|Werkzeuge
Sharpen	Schärfen
Shear factors	
Shearing	
Shen-Castan	
Short Field Names	
Short Wave Radiation [kW/m2]	
Short dashed style	gestrichelt (kurz)
Show Categories	Zeige Kategorien
Show Logo at Start Up	Anzeige des Logos beim Startvorgang
Show Progress	Zeige Fortschritt
Show Result in Dialog	
Sibson	
Side Slope	
Sill	
Silt	Schluff
Silt-Loam	Schlufflehm
Silty Clay	schluffiger Kleie
Silty Clay-Loam	schluffiger Kleielehm
Similarity	Ähnlichkeiten
Simple	
Simple Filter	Einfache Filter
Simple Region Growing	einfache Anbaugebiete
Simple, flow path and swath profiles.	
Simplified Lines	vereinfachte Linien
Simplify Lines	Linien vereinfachen
Simulación (Viento variable)	
Simulando...	
Simulating...	
Simulation	
Simulation - Cellular Automata	
Simulation - Fire Spreading Analysis	
Simulation - Hydrology	
Simulation - Hydrology: IHACRES	
Simulation - Modelling the Human Impact on Nature	
Simulation Output	
Simulation Time	
Simulation Time Step [h]	
Simulation Time [h]	
Simulation|Cellular Automata	
Simulation|Ecology|Modelling the Human Impact on Nature	
Simulation|Fire Spreading	
Simulation|Hydrology	
Simulation|Hydrology|IHACRES	
Single Cell	
Single Flow Direction	Einzelne Verlaufsrichtung
Single Storage	
Single value	Einzelner Wert
Sink Drainage Route Detection	
Sink Removal	
Sink Route	
Sink Routes	
Sinuosity	
Sinusoidal	
Sites	
Size	
Size field	Feldgrösse
Size of Analysis Window	Größe des Auswertungsfensters
Size of smoothing filter	
Skeleton	Gerüst
Skip Number	
Skip cells (step value).	
Skip first line	
Skip first line as it contains column names.	
Sky View Factor	
Sky View Factor (Simplified)	
Slope	
Slope Height	
Slope Length	
Slope gradient to left neighbour [%%]	
Slope gradient to left neighbour [Degree]	
Slope of the soil line	Neigung der Bodenlinie
Smooth	Glätten
Smooth Rep	
Snow Module Parameters	
Snow Module on/off	
Soil Losses	
Soil Moisture	
Soil Moisture Content	
Soil Moisture Deficit	
Soil Moisture Power Eq.	
Soil Nitrogen	
Soil Texture	Bodentextur
Soil Texture Classification	Bodentextureinteilung
Soil losses (t/ha\xc2\xb7year)	
Soil moisture index (l)	
Soil moisture index (l) [lower bound]	
Soil moisture index (l) [upper bound]	
Soil moisture index threshold	
Soil moisture index threshold (l), lower bound	
Soil moisture index threshold (l), upper bound	
Soil texture	Bodentextur
Solar Constant [W / m\xb2]	
Solar Position	
Solid style	durchgezogen
Some Grid Analysis Tools.	Einige Rasterauswertungswerkzeuge
Sommergerste	
Sort	
Sort Grid	Sortiere Raster
Sort Table	Tabelle sortieren
Sort first by	Sortieren erst nach..
Sort second by	Sortieren nach zweitem..
Sort third by	Sortieren nach drittem..
Sorted Grid	Sortiertes Raster
Source	Quelle
Source Coordinate System Error	
Source Coordinate System Type Error	
Source Datum	
Source Datum Error	
Source Grid	Ausgangsraster
Source Parameter List Initialisation Error	
Source Parameters	
Source Point(s)	
Source Projection	
Source Projection Error	
Source Projection Parameters	
South	Süd
South []	
South-North	Süd-Nord
Spatial Point Pattern Analysis	
Spatial Reference	
Spatial Reference System Files (*.srs)	
Spatial and geostatistical analyses of point data.	
Special cases	Spezielle Fälle
Special visualisation functions for grids.	Besondere Visualisierungsfunktionen für Raster
Specific Catchment Area	
Specific Catchment Area (SCA)	
Specify a threshold value as minimum difference between neighboured segments.	Benenne einen Schwellenwert als Minimaldifferenz zwischen benachbarten Segmenten.
Spectral Angle Mapping	Spektralwinkel-Kartierung
Spectral Angle Threshold (Degree)	Spektralwinkel Schwellenwert (Grad)
Spectral Information Divergence	Spektralinformation Abweichung
Speed (m/s)	
Spherical Model	
